"","Avg mph","site","Time Period Ending"
"2677",26,30361338,13:29:00
"2678",16,30361338,13:44:00
"2679",22,30361338,13:59:00
"2680",26,30361338,14:14:00
"2681",19,30361338,14:29:00
"2682",20,30361338,14:44:00
"2683",21,30361338,14:59:00
"2684",15,30361338,15:14:00
"2685",18,30361338,15:29:00
"2686",15,30361338,15:44:00
"2687",27,30361338,15:59:00
"2688",25,30361338,16:14:00
"2689",26,30361338,16:29:00
"2690",27,30361338,16:44:00
"2691",29,30361338,16:59:00
"2692",28,30361338,17:14:00
"2693",28,30361338,17:29:00
"2694",29,30361338,17:44:00
"2695",30,30361338,17:59:00
"2696",28,30361338,18:14:00
"2697",29,30361338,18:29:00
"2698",29,30361338,18:44:00
"2699",29,30361338,18:59:00
"2700",30,30361338,19:14:00
"2701",29,30361338,19:29:00
"2702",29,30361338,19:44:00
"2703",30,30361338,19:59:00
"2704",31,30361338,20:14:00
"2705",29,30361338,20:29:00
"2706",29,30361338,20:44:00
"2707",28,30361338,20:59:00
"2708",29,30361338,21:14:00
"2709",29,30361338,21:29:00
"2710",31,30361338,21:44:00
"2711",29,30361338,21:59:00
"2712",32,30361338,22:14:00
"2713",33,30361338,22:29:00
"2714",32,30361338,22:44:00
"2715",32,30361338,22:59:00
"2716",33,30361338,23:14:00
"2717",31,30361338,23:29:00
"2718",32,30361338,23:44:00
"2719",31,30361338,23:59:00
