"","year","lat","long","mass","class"
"2124",2008,0,0,29.3,"LL6"
"2125",2008,0,0,29.5,"LL6"
"2126",2008,0,0,65,"L6"
"2127",2008,0,0,52.7,"LL6"
"2128",2008,0,0,56.6,"LL6"
"2129",2008,0,0,33.2,"LL6"
"2130",2008,0,0,60.9,"LL6"
"2131",2008,0,0,36.8,"LL6"
"2132",2008,0,0,21,"LL6"
"2133",2008,0,0,83.6,"LL6"
"2134",2008,0,0,30.9,"LL6"
"2135",2008,0,0,24,"L6"
"2136",2008,0,0,15.3,"LL6"
"2137",2008,0,0,20.8,"LL6"
"2138",2008,0,0,8.9,"L6"
"2139",2008,0,0,25,"LL6"
"2140",2008,0,0,9.5,"LL6"
"2141",2008,0,0,12.6,"LL6"
"2142",2008,0,0,14,"L6"
"2143",2008,0,0,6.4,"LL6"
"2144",2008,0,0,24.8,"LL6"
"2145",2008,0,0,28.7,"LL6"
"2146",2008,0,0,29.2,"LL5"
"2147",2008,0,0,20.8,"LL6"
"2148",2008,0,0,28.7,"L6"
"2149",2008,0,0,28.5,"H5"
"2150",2008,0,0,23.7,"L6"
"2151",2008,0,0,57.1,"LL6"
"2152",2008,0,0,23.9,"LL6"
"2153",2008,0,0,22.2,"LL6"
"2154",2008,0,0,9.7,"LL6"
"2155",2008,0,0,15.6,"L6"
"2156",2008,0,0,11.1,"L6"
"2157",2008,0,0,5.4,"L5"
"2158",2008,0,0,5.6,"L5"
"2159",2008,0,0,13.3,"L6"
"2160",2008,0,0,9.6,"L5"
"2161",2008,0,0,2.8,"L6"
"2162",2008,0,0,9.2,"LL6"
"2163",2008,0,0,4.9,"LL6"
"2164",2008,0,0,3.4,"L6"
"2165",2008,0,0,12.9,"LL6"
"2166",2008,0,0,18.5,"L5"
"2167",2008,0,0,12.9,"L6"
"2168",2008,0,0,7.3,"L6"
"2169",2008,0,0,20.3,"LL6"
"2170",2008,0,0,28.2,"L6"
"2171",2008,0,0,7.1,"L5"
"2172",2008,0,0,19.2,"LL6"
"2173",2008,0,0,7.1,"L6"
"2174",2008,0,0,14.1,"LL6"
"2175",2008,0,0,3,"LL6"
"2176",2008,0,0,15.9,"L5"
"2177",2008,0,0,12.4,"LL6"
"2178",2008,0,0,18.9,"LL6"
"2179",2008,0,0,19.1,"LL6"
"2180",2008,0,0,3.5,"L5"
"2181",2008,0,0,19.5,"LL6"
"2182",2008,0,0,8.3,"L5"
"2183",2008,0,0,18,"L6"
"2184",2008,0,0,21,"H6"
"2185",2008,0,0,24,"L6"
"2186",2008,0,0,35.6,"LL6"
"2187",2008,0,0,19.8,"LL6"
"2188",2008,0,0,30.6,"L6"
"2189",2008,0,0,26.1,"LL6"
"2190",2008,0,0,27.6,"L-imp melt"
"2191",2008,0,0,19,"L6"
"2192",2008,0,0,34.8,"LL6"
"2193",2008,0,0,4,"L5"
"2194",2008,0,0,3.4,"LL6"
"2195",2008,0,0,2.2,"L6"
"2196",2008,0,0,1,"LL6"
"2197",2008,0,0,11.4,"L6"
"2198",2008,0,0,5.7,"LL6"
"2199",2008,0,0,4.1,"LL5"
"2200",2008,0,0,10.3,"L6"
"2201",2008,0,0,3,"LL6"
"2202",2008,0,0,6.2,"L6"
"2203",2008,0,0,7.2,"H6"
"2204",2008,0,0,26.3,"CO3"
"2205",2008,0,0,14.6,"H6"
"2206",2008,0,0,12.7,"L5"
"2207",2008,0,0,6.8,"L6"
"2208",2008,0,0,8,"L6"
"2209",2008,0,0,11,"LL6"
"2210",2008,0,0,8.9,"L6"
"2211",2008,0,0,9.5,"L6"
"2212",2008,0,0,21.4,"LL6"
"2213",2008,0,0,14.6,"L6"
"2214",2008,0,0,38.7,"LL6"
"2215",2008,0,0,19.8,"LL6"
"2216",2008,0,0,24.3,"LL6"
"2217",2008,0,0,21,"LL5"
"2218",2008,0,0,19,"L6"
"2219",2008,0,0,48.7,"L6"
"2220",2008,0,0,20.9,"H6"
"2221",2008,0,0,28.5,"LL6"
"2222",2008,0,0,18,"LL6"
"2223",2008,0,0,4.4,"L6"
"2224",2008,0,0,5.2,"H6"
"2225",2008,0,0,6.6,"Ureilite"
"2226",2008,0,0,4.1,"H6"
"2227",2008,0,0,4.3,"H6"
"2228",2008,0,0,1.9,"LL6"
"2229",2008,0,0,9.1,"L6"
"2230",2008,0,0,4.2,"H5"
"2231",2008,0,0,5.5,"H6"
"2232",2008,0,0,1.2,"L6"
"2233",2008,0,0,2.8,"H6"
"2234",2008,0,0,3.2,"H6"
"2235",2008,0,0,2.3,"H6"
"2236",2008,0,0,2.1,"H6"
"2237",2008,0,0,2.6,"LL6"
"2238",2008,0,0,2.5,"L3"
"2239",2008,0,0,4.9,"LL6"
"2240",2008,0,0,5.7,"LL6"
"2241",2008,0,0,6.1,"L6"
"2242",2008,0,0,2.5,"L6"
"2243",2008,0,0,83.3,"H5"
"2244",2008,0,0,80.6,"H6"
"2245",2008,0,0,79.1,"L6"
"2246",2008,0,0,34.2,"LL6"
"2247",2008,0,0,42.4,"LL6"
"2248",2008,0,0,53.2,"LL6"
"2249",2008,0,0,44.8,"LL5"
"2250",2008,0,0,68.8,"L-imp melt"
"2251",2008,0,0,59.7,"LL5"
"2252",2008,0,0,85.5,"L6"
"2253",2008,0,0,49.9,"L6"
"2254",2008,0,0,97.9,"L5"
"2255",2008,0,0,55.8,"L5"
"2256",2008,0,0,78.7,"L5"
"2257",2008,0,0,70.3,"L6"
"2258",2008,0,0,92.8,"L5"
"2259",2008,0,0,45.9,"L5"
"2260",2008,0,0,115.6,"L6"
"2261",2008,0,0,71.3,"LL6"
"2262",2008,0,0,76.5,"LL5"
"2263",2008,0,0,29.3,"L6"
"2264",2008,0,0,47.4,"LL5"
"2265",2008,0,0,37.7,"LL5"
"2266",2008,0,0,32.5,"LL5"
"2267",2008,0,0,42,"H6"
"2268",2008,0,0,42,"L6"
"2269",2008,0,0,82,"LL5"
"2270",2008,0,0,31.5,"L6"
"2271",2008,0,0,29.6,"L6"
"2272",2008,0,0,93,"L5"
"2273",2008,0,0,54.8,"LL6"
"2274",2008,0,0,49.1,"LL6"
"2275",2008,0,0,17.9,"LL6"
"2276",2008,0,0,24.9,"LL5"
"2277",2008,0,0,53.1,"LL6"
"2278",2008,0,0,31.4,"LL6"
"2279",2008,0,0,24.8,"LL6"
"2280",2008,0,0,45,"LL6"
"2281",2008,0,0,19.7,"LL6"
"2282",2008,0,0,23.3,"LL6"
"2283",2008,0,0,108.7,"LL5"
"2284",2008,0,0,128.9,"LL6"
"2285",2008,0,0,59.8,"LL5"
"2286",2008,0,0,65.9,"LL5"
"2287",2008,0,0,85.6,"LL6"
"2288",2008,0,0,60.5,"H6"
"2289",2008,0,0,147.3,"LL5"
"2290",2008,0,0,45.5,"LL6"
"2291",2008,0,0,113.1,"LL6"
"2292",2008,0,0,106.2,"LL6"
"2293",2008,0,0,29.7,"L5"
"2294",2008,0,0,12.7,"L6"
"2295",2008,0,0,14.2,"H5"
"2296",2008,0,0,20.1,"L5"
"2297",2008,0,0,36.8,"L5"
"2298",2008,0,0,12.3,"L6"
"2299",2008,0,0,25.8,"L5"
"2300",2008,0,0,18.6,"L6"
"2301",2008,0,0,57.6,"LL5"
"2302",2008,0,0,40.5,"LL6"
"2303",2008,0,0,20.4,"LL5"
"2304",2008,0,0,11.6,"L6"
"2305",2008,0,0,9.6,"L6"
"2306",2008,0,0,14.9,"L6"
"2307",2008,0,0,30.4,"LL5"
"2308",2008,0,0,19,"H6"
"2309",2008,0,0,10.7,"H6"
"2310",2008,0,0,17,"LL6"
"2311",2008,0,0,19.2,"LL6"
"2312",2008,0,0,21.3,"LL6"
"2313",2008,0,0,53.4,"LL5"
"2314",2008,0,0,122.4,"L6"
"2315",2008,0,0,133.9,"LL5"
"2316",2008,0,0,160.9,"LL5"
"2317",2008,0,0,72.6,"L6"
"2318",2008,0,0,92.5,"L6"
"2319",2008,0,0,48.7,"LL5"
"2320",2008,0,0,82.5,"LL5"
"2321",2008,0,0,64.8,"H3.5"
"2322",2008,0,0,148.8,"LL5"
"2323",2008,0,0,36.3,"LL6"
"2324",2008,0,0,31.3,"LL6"
"2325",2008,0,0,18.5,"LL5"
"2326",2008,0,0,14.9,"LL5"
"2327",2008,0,0,17.4,"LL6"
"2328",2008,0,0,17.9,"L5"
"2329",2008,0,0,25.1,"CV3"
"2330",2008,0,0,14.5,"LL5"
"2331",2008,0,0,21.2,"LL5"
"2332",2008,0,0,11.9,"L6"
"2333",2008,0,0,14.5,"H5"
"2334",2008,0,0,9.9,"L5"
"2335",2008,0,0,21.4,"LL6"
"2336",2008,0,0,19.2,"L6"
"2337",2008,0,0,22.4,"LL6"
"2338",2008,0,0,18.3,"LL6"
"2339",2008,0,0,23,"LL6"
"2340",2008,0,0,25.2,"LL6"
"2341",2008,0,0,25.2,"LL6"
"2342",2008,0,0,12.9,"LL5"
"2343",2008,0,0,18.5,"LL6"
"2344",2008,0,0,34.5,"L5"
"2345",2008,0,0,35.7,"LL6"
"2346",2008,0,0,22.8,"LL5"
"2347",2008,0,0,21.2,"L6"
"2348",2008,0,0,38.1,"H6"
"2349",2008,0,0,15.5,"L6"
"2350",2008,0,0,28.7,"L6"
"2351",2008,0,0,16.9,"LL6"
"2352",2008,0,0,55.4,"LL6"
"2353",2008,0,0,65.8,"LL6"
"2354",2008,0,0,68.7,"LL5"
"2355",2008,0,0,68.8,"LL6"
"2356",2008,0,0,15.3,"LL6"
"2357",2008,0,0,51.2,"LL6"
"2358",2008,0,0,42.4,"L6"
"2359",2008,0,0,48.9,"LL6"
"2360",2008,0,0,37.5,"LL6"
"2361",2008,0,0,28.5,"L6"
"2362",2008,0,0,29.3,"H5"
"2363",2008,0,0,166.5,"LL6"
"2364",2008,0,0,124.9,"LL6"
"2365",2008,0,0,208.3,"LL5"
"2366",2008,0,0,102.2,"LL5"
"2367",2008,0,0,67.1,"LL6"
"2368",2008,0,0,16.2,"LL6"
"2369",2008,0,0,22,"LL6"
"2370",2008,0,0,28.4,"LL6"
"2371",2008,0,0,18.9,"LL6"
"2372",2008,0,0,22.6,"H6"
"2373",2008,0,0,31.1,"LL6"
"2374",2008,0,0,16,"LL6"
"2375",2010,0,0,1083.3,"LL6"
"2376",2010,0,0,22.9,"H6"
"2377",2010,0,0,44.2,"L5"
"2378",2010,0,0,43.8,"LL5"
"2379",2010,0,0,45.1,"LL6"
"2380",2010,0,0,58.7,"LL5"
"2381",2010,0,0,36.6,"LL5"
"2382",2010,0,0,31.6,"L6"
"2383",2010,0,0,17.6,"LL5"
"2384",2010,0,0,27.7,"L5"
"2385",2010,0,0,13.2,"LL5"
"2386",2010,0,0,23.5,"LL5"
"2387",2010,0,0,10.4,"L6"
"2388",2010,0,0,11.7,"H6"
"2389",2010,0,0,9.3,"H5"
"2390",2010,0,0,23.1,"L5"
"2391",2010,0,0,15,"L5"
"2392",2010,0,0,25.7,"H5"
"2393",2010,0,0,17.4,"H5"
"2394",2010,0,0,24,"LL6"
"2395",2010,0,0,26.7,"L6"
"2396",2010,0,0,33.1,"LL6"
"2397",2010,0,0,17.8,"LL5"
"2398",2010,0,0,12.7,"L6"
"2399",2010,0,0,15.1,"LL6"
"2400",2010,0,0,22.4,"LL5"
"2401",2010,0,0,24.7,"LL6"
"2402",2010,0,0,12,"H5"
"2403",2010,0,0,426,"Howardite"
"2404",2010,0,0,61.1,"CV3"
"2405",2010,0,0,73.6,"Eucrite-br"
"2406",2010,0,0,201,"CO3"
"2407",2010,0,0,40.9,"Howardite"
"2408",2010,0,0,65.7,"Howardite"
"2409",2010,0,0,16.2,"CO3"
"2410",2010,0,0,14.8,"CO3"
"2411",2010,0,0,78.5,"LL5"
"2412",2010,0,0,58.6,"LL5"
"2413",2010,0,0,40.4,"LL6"
"2414",2010,0,0,44.4,"LL5"
"2415",2010,0,0,52.6,"LL5"
"2416",2010,0,0,54.9,"LL5"
"2417",2010,0,0,60.5,"LL6"
"2418",2010,0,0,36,"H6"
"2419",2010,0,0,57,"LL6"
"2420",2010,0,0,36.6,"LL6"
"2421",2010,0,0,26.5,"LL5"
"2422",2010,0,0,25.2,"H6"
"2423",2010,0,0,11.3,"LL4-5"
"2424",2010,0,0,8.3,"LL6"
"2425",2010,0,0,16.7,"H6"
"2426",2010,0,0,39.1,"LL6"
"2427",2010,0,0,24,"LL6"
"2428",2010,0,0,21.3,"L5"
"2429",2010,0,0,23,"LL6"
"2430",2010,0,0,12.2,"LL6"
"2431",2010,0,0,27.3,"Diogenite"
"2432",2010,0,0,38.4,"CV3"
"2433",2010,0,0,24.8,"H5"
"2434",2010,0,0,12.2,"H6"
"2435",2010,0,0,17.3,"LL6"
"2436",2010,0,0,30.5,"LL6"
"2437",2010,0,0,21.7,"LL6"
"2438",2010,0,0,32.4,"LL6"
"2439",2010,0,0,30.7,"LL6"
"2440",2010,0,0,22.7,"LL6"
"2441",2010,0,0,4.4,"L6"
"2442",2010,0,0,9.2,"H5"
"2443",2010,0,0,10.7,"H5"
"2444",2010,0,0,2.5,"LL6"
"2445",2010,0,0,25.4,"L5"
"2446",2010,0,0,3.5,"H6"
"2447",2010,0,0,9.1,"H6"
"2448",2010,0,0,6.1,"H6"
"2449",2010,0,0,2.4,"L6"
"2450",2010,0,0,10.8,"H6"
"2451",2010,0,0,12.9,"L6"
"2452",2010,0,0,10.2,"L6"
"2453",2010,0,0,12.8,"L6"
"2454",2010,0,0,6.8,"H6"
"2455",2010,0,0,5.9,"L5"
"2456",2010,0,0,27.5,"LL6"
"2457",2010,0,0,24.3,"L5"
"2458",2010,0,0,22.9,"L6"
"2459",2010,0,0,24.1,"L6"
"2460",2010,0,0,12.7,"LL6"
"2461",2010,0,0,51.6,"L6"
"2462",2010,0,0,55.7,"LL6"
"2463",2010,0,0,34.3,"LL6"
"2464",2010,0,0,27,"LL6"
"2465",2010,0,0,34.3,"LL6"
"2466",2010,0,0,78.4,"LL6"
"2467",2010,0,0,52.1,"LL6"
"2468",2010,0,0,53,"LL6"
"2469",2010,0,0,73.7,"LL6"
"2470",2010,0,0,53.8,"LL6"
"2471",2010,0,0,56.8,"LL6"
"2472",2010,0,0,52.1,"H5"
"2473",2010,0,0,35.8,"LL5"
"2474",2010,0,0,46.5,"LL6"
"2475",2010,0,0,38.4,"L5"
"2476",2010,0,0,30,"L6"
"2477",2010,0,0,14.5,"L5"
"2478",2010,0,0,32.9,"LL6"
"2479",2010,0,0,30.2,"LL6"
"2480",2010,0,0,22.5,"LL6"
"2481",2010,0,0,23.9,"LL6"
"2482",2010,0,0,13.3,"L6"
"2483",2010,0,0,19.6,"LL6"
"2484",2010,0,0,9,"H5"
"2485",2010,0,0,9.9,"H6"
"2486",2010,0,0,17.9,"H6"
"2487",2010,0,0,15.2,"H6"
"2488",2010,0,0,8.5,"H6"
"2489",2010,0,0,15.4,"LL5"
"2490",2010,0,0,13,"L6"
"2491",2010,0,0,9.2,"LL5"
"2492",2010,0,0,17.1,"LL5"
"2493",2010,0,0,13.2,"LL6"
"2494",2010,0,0,13.9,"LL6"
"2495",2010,0,0,29,"LL6"
"2496",2010,0,0,22.3,"H6"
"2497",2010,0,0,30.4,"LL5"
"2498",2010,0,0,38.8,"L5"
"2499",2010,0,0,33.4,"LL5"
"2500",2010,0,0,41.6,"H6"
"2501",2010,0,0,38.2,"LL6"
"2502",2010,0,0,41.1,"LL5"
"2503",2010,0,0,25.2,"LL6"
"2504",2010,0,0,24.9,"L6"
"2505",2010,0,0,37.7,"L5"
"2506",2010,0,0,38.5,"L5"
"2507",2010,0,0,20.5,"L6"
"2508",2010,0,0,39.2,"H6"
"2509",2010,0,0,39.2,"LL6"
"2510",2010,0,0,47.5,"L6"
"2511",2010,0,0,39.3,"L6"
"2512",2010,0,0,35,"L5"
"2513",2010,0,0,34.3,"L6"
"2514",2010,0,0,47.5,"L3"
"2515",2010,0,0,28.1,"L6"
"2516",2010,0,0,27.2,"L6"
"2517",2010,0,0,31.4,"H6"
"2518",2010,0,0,26.2,"H6"
"2519",2010,0,0,16.4,"LL6"
"2520",2010,0,0,13,"LL6"
"2521",2010,0,0,30.1,"LL6"
"2522",2010,0,0,23.8,"H6"
"2523",2010,0,0,25,"LL6"
"2524",2010,0,0,27.1,"LL5"
"2525",2010,0,0,31.4,"LL6"
"2526",2010,0,0,31.8,"H5"
"2527",2010,0,0,17.3,"LL6"
"2528",2010,0,0,12.7,"H5"
"2529",2010,0,0,14.6,"LL5"
"2530",2010,0,0,28.8,"LL6"
"2531",2010,0,0,20,"H6"
"2532",2010,0,0,15.2,"LL6"
"2533",2010,0,0,17.8,"LL6"
"2534",2010,0,0,27,"LL6"
"2535",2010,0,0,15.3,"LL6"
"2536",2010,0,0,14.6,"L5"
"2537",2010,0,0,50.7,"LL6"
"2538",2010,0,0,48.8,"L6"
"2539",2010,0,0,33.9,"L5"
"2540",2010,0,0,36.1,"LL6"
"2541",2010,0,0,23.5,"LL6"
"2542",2010,0,0,27.8,"LL6"
"2543",2010,0,0,22.5,"L6"
"2544",2010,0,0,18.1,"LL6"
"2545",2010,0,0,31.6,"L5"
"2546",2010,0,0,25.9,"LL6"
"2547",2010,0,0,471.4,"Howardite"
"2548",2010,0,0,31.9,"Howardite"
"2549",2010,0,0,58.7,"Howardite"
"2550",2010,0,0,26.1,"CO3"
"2551",2002,33.97917,-101.2,1113,"L6"
"2552",2000,54.74667,41.42167,40000,"Iron, ungrouped"
"2553",2000,37.72683,-114.7865,3.5,"L6"
"2554",2002,34.48333,-113.91667,48.8,"Iron, IIAB"
"2555",2002,29.81835,4.38228,30.5,"L3"
"2556",2002,30.01965,4.55562,2886.4,"H5"
"2557",2002,29.1266,4.71773,331.2,"EL6"
"2558",2002,29.975,4.66667,720,"H5"
"2559",2000,30.1,-6.85,2100,"Ureilite"
"2560",2010,-24.85,-70.53333,10,"H6"
"2561",2010,-24.85,-70.53333,12,"L6"
"2562",2010,-24.85,-70.53333,11,"H5"
"2563",2010,-24.85,-70.53333,151,"H4"
"2564",2010,-24.85,-70.53333,582,"L6"
"2565",2010,-24.85,-70.53333,55,"LL6"
"2566",2010,-24.85,-70.53333,31,"LL6"
"2567",2010,-24.85,-70.53333,33,"L6"
"2568",2010,-24.85,-70.53333,65,"L6"
"2569",2010,-24.85,-70.53333,7,"H4"
"2570",2010,-24.85,-70.53333,87,"H6"
"2571",2010,-24.85,-70.53333,54,"H6"
"2572",2010,-24.85,-70.53333,5.2,"CO3"
"2573",2010,-24.85,-70.53333,54,"H4"
"2574",2010,-24.85,-70.53333,98,"H4"
"2575",2010,-24.85,-70.53333,57,"L6"
"2576",2010,-24.85,-70.53333,156,"L6"
"2577",2010,-24.85,-70.53333,15,"H4"
"2578",2010,-24.85,-70.53333,11,"H3"
"2579",2010,-24.85,-70.53333,102,"L6"
"2580",2010,-24.85,-70.53333,50,"H6"
"2581",2010,-24.85,-70.53333,47,"H6"
"2582",2010,-24.85,-70.53333,115,"L6"
"2583",2010,-24.85,-70.53333,9,"H5"
"2584",2010,-24.85,-70.53333,132,"H6"
"2585",2010,-24.85,-70.53333,154,"L6"
"2586",2010,-24.85,-70.53333,46,"H5"
"2587",2010,-24.85,-70.53333,141,"L5"
"2588",2010,-24.85,-70.53333,392,"L5"
"2589",2010,-24.85,-70.53333,32,"H6"
"2590",2010,-24.85,-70.53333,35,"H5"
"2591",2010,-24.85,-70.53333,28,"H6"
"2592",2010,-24.85,-70.53333,45,"H5"
"2593",2010,-24.85,-70.53333,10,"H6"
"2594",2010,-24.85,-70.53333,72,"H5"
"2595",2010,-24.85,-70.53333,54,"H5"
"2596",2010,-24.85,-70.53333,111,"L6"
"2597",2010,-24.85,-70.53333,3.8,"H6"
"2598",2010,-24.85,-70.53333,3.1,"H5"
"2599",2010,-24.85,-70.53333,3.6,"H6"
"2600",2010,-24.85,-70.53333,1.9,"H5"
"2601",2010,-24.85,-70.53333,10.8,"H6"
"2602",2010,-24.85,-70.53333,11.8,"H6"
"2603",2010,-24.85,-70.53333,23.3,"H5"
"2604",2010,-24.85,-70.53333,6038,"H3"
"2605",2000,34.65433,-117.59638,1.5,"H5"
"2606",2001,34.64667,-117.58108,13,"H4"
"2607",2010,34.63432,-117.56217,6.9,"H6"
"2608",2006,-31.66997,141.24233,4514,"L6"
"2609",2006,-31.66417,141.23375,101,"L6-melt breccia"
"2610",2007,33.21888,10.83445,87.2,"L6"
"2611",2001,27.26667,6.76667,325,"H5/6"
"2612",2002,34.61167,-115.03333,5000,"H5"
"2613",2004,-24.22983,-68.89253,1908,"H5"
"2614",2003,31.38972,-99.40583,8600,"H5"
"2615",2002,33.61,-111.72,60,"CBa"
"2616",2002,34.71637,-114.22197,1e+05,"H5"
"2617",2001,-72.95194,160.50056,3.2,"H5/6"
"2618",2001,-72.9525,160.50528,13.6,"H3"
"2619",2001,-72.95194,160.50806,14.3,"H6"
"2620",2001,-72.95167,160.50889,7.4,"H5"
"2621",2001,-72.95167,160.50889,6.6,"L3"
"2622",2001,-72.95167,160.50917,5.6,"H5"
"2623",2001,-72.95194,160.50944,2.6,"L4"
"2624",2001,-72.95194,160.50944,3.2,"L3"
"2625",2001,-72.95278,160.51139,6.7,"H6"
"2626",2001,-72.9525,160.5075,0.7,"H5"
"2627",2001,-72.96361,160.53667,11.6,"H5"
"2628",2001,-72.97111,160.33389,19.2,"Ureilite"
"2629",2001,-72.98722,160.40639,11.4,"H3"
"2630",2001,-72.98889,160.405,3.6,"H3/4"
"2631",2001,-72.98889,160.40583,1.2,"H5"
"2632",2001,-72.98917,160.40583,1.6,"H3"
"2633",2001,-72.98889,160.40528,1.5,"H3-4"
"2634",2001,-72.98889,160.40472,1.2,"H5"
"2635",2001,-72.99,160.40333,1.9,"H3-6"
"2636",2001,-72.98972,160.40333,2.3,"H6"
"2637",2001,-72.98667,160.4025,3.5,"H5"
"2638",2001,-72.9875,160.40056,3.3,"H6"
"2639",2001,-72.9525,160.51833,14.8,"L4"
"2640",2001,-72.98889,160.40611,8,"L3"
"2641",2001,-72.98889,160.40556,2.7,"H4"
"2642",2001,-72.99028,160.40389,7.3,"H4"
"2643",2001,-72.99028,160.40444,3.9,"H6"
"2644",2001,-72.99056,160.40278,8.4,"L4/5"
"2645",2001,-72.99083,160.4025,6,"Ureilite"
"2646",2001,-72.99,160.40389,9,"H3-6"
"2647",2001,-72.99083,160.40333,27,"H3"
"2648",2001,-72.99028,160.40194,6.2,"H3-6"
"2649",2001,-72.98889,160.40528,1,"H3"
"2650",2001,-72.98889,160.40528,2.6,"H3"
"2651",2001,-72.98889,160.40528,0.8,"H3-6"
"2652",2001,-72.98889,160.40528,18.2,"H3-6"
"2653",2001,-72.98889,160.40528,3.1,"H3"
"2654",2001,-72.98944,160.40722,22,"H3/4"
"2655",2001,-72.98889,160.40528,13.6,"H3/4"
"2656",2001,-72.99083,160.4075,4.9,"H3-6"
"2657",2001,-72.98917,160.40722,2,"H3-5"
"2658",2001,-72.98833,160.40694,0.7,"H3-5"
"2659",2001,-72.98917,160.40528,26.6,"H5"
"2660",2001,-72.98917,160.40528,8.9,"H4"
"2661",2001,-72.98944,160.40278,5.1,"H4"
"2662",2001,-72.98972,160.40444,0.9,"H4/5"
"2663",2001,-72.98944,160.40611,6.8,"H3/4"
"2664",2001,-72.98944,160.40611,44.1,"H3/4"
"2665",2001,-72.99,160.40722,3.2,"H4-6"
"2666",2001,-72.98917,160.405,10.6,"H4"
"2667",2001,-72.98944,160.40694,14.6,"H3"
"2668",2001,-72.98972,160.40556,8.4,"H3"
"2669",2001,-72.98833,160.40722,1.3,"H3"
"2670",2001,-72.95333,160.45806,14,"L3"
"2671",2001,-72.98806,160.40611,0.8,"H3"
"2672",2001,-72.98861,160.40639,15.2,"H3-6"
"2673",2001,-72.98889,160.40583,1.3,"H4"
"2674",2001,-72.98889,160.40611,5.4,"H3"
"2675",2001,-72.98944,160.40444,1.8,"H6"
"2676",2001,-72.99,160.40722,4.1,"H3"
"2677",2001,-72.98778,160.40944,13.3,"H5"
"2678",2001,-72.98778,160.40861,0.7,"H3"
"2679",2001,-72.98806,160.40833,1.2,"L6"
"2680",2001,-72.98806,160.40833,1.7,"H3"
"2681",2001,-72.98861,160.40722,5.6,"H3"
"2682",2001,-72.98917,160.40667,8.4,"H3"
"2683",2001,-72.98972,160.405,13.6,"H3-6"
"2684",2001,-72.99,160.40639,5.4,"H5"
"2685",2001,-72.99,160.40639,6.6,"H3"
"2686",2001,-72.98972,160.4025,1.7,"H4-6"
"2687",2001,-72.99,160.40389,6.5,"H5"
"2688",2001,-72.99,160.40306,1,"H3-6"
"2689",2001,-72.99,160.40278,3,"H3"
"2690",2001,-72.99056,160.40611,5.5,"H3"
"2691",2001,-72.99056,160.405,2.1,"H4/5"
"2692",2001,-72.95278,160.41278,9.7,"H6"
"2693",2001,-72.95417,160.45194,15,"L6"
"2694",2001,-72.9525,160.44972,0.9,"L6"
"2695",2001,-72.95194,160.45417,0.4,"H6"
"2696",2001,-72.98972,160.40722,3.4,"H3-6"
"2697",2001,-72.98972,160.40722,5,"H3-6"
"2698",2001,-72.98972,160.40667,11.1,"H5-6"
"2699",2001,-72.99083,160.40417,11.5,"H3"
"2700",2001,-72.98889,160.40778,4.2,"H4"
"2701",2001,-72.97333,160.47472,9.8,"H5"
"2702",2001,-72.95417,160.4475,76.4,"H5"
"2703",2001,-72.95222,160.45528,11.1,"Ureilite"
"2704",2001,-72.95222,160.45556,2.1,"Ureilite"
"2705",2001,-72.95222,160.46028,9.9,"LL(L)3"
"2706",2001,-72.95194,160.45444,1.6,"L4"
"2707",2001,-72.95194,160.45444,4.9,"H3-6"
"2708",2001,-72.95194,160.45556,26.4,"L6"
"2709",2001,-72.95361,160.45306,3.7,"L/LL3"
"2710",2001,-72.95333,160.46083,21.6,"H6"
"2711",2001,-72.95333,160.46194,3.3,"H6"
"2712",2001,-72.95417,160.43833,0.9,"L6"
"2713",2001,-72.95167,160.51167,10.1,"L6"
"2714",2001,-72.95167,160.51167,3.7,"H5-6"
"2715",2001,-72.95167,160.51167,11.3,"H4"
"2716",2001,-72.95194,160.46056,2.2,"LL4"
"2717",2001,-72.95222,160.46139,17.4,"H4"
"2718",2001,-72.95417,160.41306,2,"L4"
"2719",2001,-72.95167,160.51111,13.9,"H4/5"
"2720",2001,-72.95028,160.51194,2.5,"H6"
"2721",2001,-72.95194,160.50833,9.5,"H5"
"2722",2001,-72.95222,160.50611,9.2,"L4"
"2723",2001,-72.95278,160.46528,11.7,"H6"
"2724",2001,-72.95278,160.46361,4.7,"H6"
"2725",2001,-72.95222,160.4625,0.8,"H6"
"2726",2001,-72.95167,160.51167,5,"L4"
"2727",2001,-72.95306,160.49861,37,"L4"
"2728",2001,-72.95417,160.46222,31.2,"H6"
"2729",2001,-72.95194,160.45917,0.3,"H6"
"2730",2001,-72.95278,160.52056,3.4,"H3"
"2731",2001,-72.99444,160.40056,4.6,"H3"
"2732",2001,-72.97056,160.52306,11.2,"H3/4"
"2733",2001,-72.99083,160.40444,4.7,"H6"
"2734",2001,-72.99194,160.4,7.2,"H3"
"2735",2001,-72.99194,160.40028,0.5,"H3"
"2736",2001,-72.95222,160.4625,5.1,"H5"
"2737",2001,-72.95194,160.46361,3.5,"H4-5"
"2738",2001,-72.95167,160.46306,0.7,"H6"
"2739",2001,-72.9525,160.465,3.2,"H6"
"2740",2001,-72.95194,160.46722,0.3,"H6"
"2741",2001,-72.95167,160.46306,1.3,"L6"
"2742",2001,-72.95194,160.45944,2.9,"H6"
