"","year","lat","long","mass","class"
"10005",2007,0,0,38,"Lodranite"
"10006",2008,0,0,198,"L3"
"10007",2002,0,0,476.4,"L6"
"10008",2002,0,0,1385.4,"H5"
"10009",2002,0,0,153.9,"H5"
"10010",2002,0,0,264.6,"H4"
"10011",2002,0,0,49.58,"LL6"
"10012",2000,31.1,-5.18333,102,"LL6"
"10013",2008,0,0,2200,"LL3.7"
"10014",2008,0,0,880,"H4"
"10015",2008,0,0,1120,"R3.8"
"10016",2008,0,0,579,"L6"
"10017",2006,0,0,479,"H4"
"10018",2006,0,0,285,"R4"
"10019",2006,0,0,285,"L3.8"
"10020",2005,0,0,1026,"L5-6"
"10021",2000,31.1,-5.18333,105,"LL4"
"10022",2008,0,0,295,"LL6"
"10023",2004,0,0,580,"H5/6"
"10024",2009,0,0,444,"Brachinite"
"10025",2000,31.1,-5.18333,320,"L3.8"
"10026",2006,0,0,5200,"L6"
"10027",2006,0,0,26400,"L4"
"10028",2006,0,0,44400,"H4"
"10029",2008,0,0,958,"R5"
"10030",2008,0,0,2433,"H6"
"10031",2008,0,0,328,"Diogenite"
"10032",2008,0,0,593,"Chondrite-ung"
"10033",2008,0,0,56,"Achondrite-ung"
"10034",2008,0,0,12000,"Iron, IAB-MG"
"10035",2008,0,0,60.9,"L6"
"10036",2008,0,0,23.5,"CK5"
"10037",2008,0,0,64.5,"LL6"
"10038",2008,0,0,83.9,"H5/6"
"10039",2008,0,0,57.8,"CV3"
"10040",2004,0,0,70,"L6"
"10041",2004,0,0,62,"H6"
"10042",2004,0,0,91,"L6"
"10043",2005,0,0,60,"L4"
"10044",2005,0,0,200,"L6"
"10045",2005,0,0,21,"L4"
"10046",2005,0,0,50,"L5/6"
"10047",2005,0,0,75,"H5/6"
"10048",2005,0,0,32,"L6"
"10049",2005,0,0,36,"L6"
"10050",2005,0,0,50,"H5"
"10051",2006,0,0,42,"L6"
"10052",2007,0,0,20,"Ureilite"
"10053",2007,0,0,80,"L5-6"
"10054",2007,0,0,75,"LL5"
"10055",2007,0,0,630,"LL6"
"10056",2007,0,0,630,"LL6"
"10057",2007,0,0,90,"L3"
"10058",2007,0,0,10,"CK4-an"
"10059",2007,0,0,90,"LL4"
"10060",2008,0,0,79,"L5"
"10061",2008,0,0,172.4,"L6"
"10062",2008,0,0,352.8,"L6"
"10063",2008,0,0,1160,"L6"
"10064",2007,0,0,212.9,"LL6"
"10065",2007,0,0,49,"Ureilite"
"10066",2006,0,0,2134,"L4"
"10067",2008,0,0,107,"Diogenite"
"10068",2008,0,0,50,"Howardite"
"10069",2008,0,0,69,"Eucrite"
"10070",2008,0,0,169,"Eucrite-pmict"
"10071",2008,0,0,280,"Eucrite"
"10072",2008,0,0,179,"Eucrite-pmict"
"10073",2008,0,0,200,"Achondrite-ung"
"10074",2008,0,0,365,"Diogenite-olivine"
"10075",2008,0,0,161.9,"LL6"
"10076",2008,0,0,97,"L6"
"10077",2008,0,0,372,"L6"
"10078",2008,0,0,59,"L6"
"10079",2007,0,0,800,"H6"
"10080",2009,0,0,259,"Eucrite"
"10081",2008,0,0,62.8,"LL6"
"10082",2008,0,0,547,"L3"
"10083",2008,0,0,2062,"H6"
"10084",2008,0,0,380,"LL6"
"10085",2003,0,0,66.7,"Ureilite"
"10086",2007,0,0,393,"H6"
"10087",2008,0,0,7310,"Chondrite-ung"
"10088",2006,0,0,90.5,"Martian (shergottite)"
"10089",2008,0,0,392,"Eucrite"
"10090",2008,0,0,82,"Mesosiderite"
"10091",2007,0,0,67.5,"Eucrite"
"10092",2008,0,0,78,"Ureilite"
"10093",2008,0,0,405,"LL6"
"10094",2008,0,0,268,"Howardite"
"10095",2008,0,0,37.1,"Ureilite"
"10096",2008,0,0,46.2,"H5"
"10097",2008,0,0,336,"L6"
"10098",2008,0,0,76,"LL6"
"10099",2008,0,0,241.04,"LL3.2"
"10100",2008,0,0,99.98,"CV3"
"10101",2008,0,0,15.03,"CK4"
"10102",2009,0,0,127,"CV3"
"10103",2009,0,0,478,"CV3"
"10104",2009,0,0,2200,"Eucrite-br"
"10105",2009,0,0,37,"CK4"
"10106",2009,0,0,180,"Diogenite"
"10107",2009,0,0,216,"Howardite"
"10108",2006,0,0,31,"L5"
"10109",2008,0,0,2100,"L5"
"10110",2008,0,0,118,"LL5"
"10111",2007,0,0,26,"H6"
"10112",2003,0,0,338,"L4"
"10113",2008,0,0,369,"CV3"
"10114",2008,0,0,1200,"L5"
"10115",2006,0,0,50000,"LL5"
"10116",2006,0,0,683,"L-melt breccia"
"10117",2008,0,0,581.1,"H5"
"10118",2008,0,0,1560,"H4"
"10119",2008,0,0,815,"LL5"
"10120",2007,0,0,2900,"LL6"
"10121",2009,0,0,1060,"LL3.3"
"10122",2008,0,0,524,"LL6"
"10123",2008,0,0,2600,"Diogenite"
"10124",2009,0,0,48,"Eucrite"
"10125",2006,0,0,7286,"L3.8"
"10126",2009,0,0,145,"Martian (nakhlite)"
"10127",2009,0,0,3500,"LL3.8-4"
"10128",2008,0,0,321.6,"CO3"
"10129",2006,0,0,196,"CO3"
"10130",2008,0,0,7211,"H4"
"10131",2009,0,0,495,"CM2"
"10132",2007,0,0,20.245,"CK4"
"10133",2008,0,0,497,"LL4"
"10134",2006,0,0,162.3,"LL4"
"10135",2005,0,0,51.4,"LL6"
"10136",2008,0,0,38.6,"Eucrite-mmict"
"10137",2005,0,0,726,"Iron, IAB-ung"
"10138",2007,0,0,1880,"Diogenite-pm"
"10139",2008,0,0,33.5,"Diogenite"
"10140",2001,0,0,734,"H/L5"
"10141",2006,0,0,1130,"H4"
"10142",2008,0,0,360,"L4"
"10143",2001,0,0,1173,"L4"
"10144",2006,0,0,1363,"L4"
"10145",2006,0,0,995,"L/LL3-5"
"10146",2006,0,0,70.1,"L5"
"10147",2006,0,0,83.4,"L5"
"10148",2006,0,0,1293,"L5"
"10149",2008,0,0,66,"LL6"
"10150",2008,0,0,264,"H3"
"10151",2007,0,0,494,"H4"
"10152",2008,0,0,780,"H4"
"10153",2007,0,0,12000,"H4"
"10154",2001,0,0,3237,"H5"
"10155",2007,0,0,755,"H5"
"10156",2007,0,0,267,"H5"
"10157",2008,0,0,990,"H5"
"10158",2008,0,0,186,"H5"
"10159",2008,0,0,76,"H5"
"10160",2008,0,0,39.2,"H5"
"10161",2009,0,0,84,"H5"
"10162",2008,0,0,158,"H5"
"10163",2008,0,0,214.96,"H6"
"10164",2007,0,0,1459,"H6"
"10165",2007,0,0,612,"H6"
"10166",2006,0,0,6500,"H6"
"10167",2008,0,0,33.76,"L4"
"10168",2007,0,0,322,"L4"
"10169",2007,0,0,227,"L4"
"10170",2007,0,0,439,"L4"
"10171",2008,0,0,44,"L5"
"10172",2008,0,0,300,"L5"
"10173",2008,0,0,45.6,"L6"
"10174",2001,0,0,3230,"L6"
"10175",2001,0,0,1267,"L6"
"10176",2008,0,0,13.3,"L6"
"10177",2007,0,0,73.7,"L6"
"10178",2007,0,0,309,"L6"
"10179",2007,0,0,416,"L6"
"10180",2007,0,0,156,"L6"
"10181",2007,0,0,40.5,"L6"
"10182",2006,0,0,802,"L6"
"10183",2006,0,0,555,"L6"
"10184",2008,0,0,1965,"L6"
"10185",2009,0,0,6.9,"L6"
"10186",2009,0,0,7.5,"L6"
"10187",2006,0,0,353,"L6"
"10188",2006,0,0,309,"L6"
"10189",2008,0,0,380,"L6"
"10190",2008,0,0,74.1,"L6"
"10191",2008,0,0,8000,"L6"
"10192",2009,0,0,157,"L6"
"10193",2006,0,0,65,"L6"
"10194",2008,0,0,290,"L6"
"10195",2006,0,0,387,"L/LL4"
"10196",2009,0,0,575,"L/LL6"
"10197",2007,0,0,232,"LL4"
"10198",2007,0,0,376,"LL5"
"10199",2006,0,0,69,"LL6"
"10200",2006,0,0,71,"LL6"
"10201",2008,0,0,1650,"LL6"
"10202",2008,0,0,70,"LL6"
"10203",2009,0,0,261,"LL6"
"10204",2009,0,0,196,"LL6"
"10205",2009,0,0,44,"LL6"
"10206",2007,0,0,360,"LL4"
"10207",2009,0,0,525,"CV3"
"10208",2009,0,0,3370,"LL3"
"10209",2009,0,0,861,"CV3"
"10210",2009,0,0,241,"CO3"
"10211",2009,0,0,424,"H4"
"10212",2009,0,0,374,"H5"
"10213",2009,0,0,235,"H5"
"10214",2009,0,0,36,"Ureilite"
"10215",2009,0,0,238,"Ureilite"
"10216",2004,0,0,297,"H3-6"
"10217",2009,0,0,151000,"H5-6"
"10218",2005,0,0,1450,"LL4"
"10219",2005,0,0,540,"EL6"
"10220",2005,0,0,1400,"H3.8"
"10221",2006,0,0,285,"CK3"
"10222",2007,0,0,1083,"Howardite"
"10223",2009,0,0,286,"C3.0-ung"
"10224",2009,0,0,1750,"Howardite"
"10225",2009,0,0,147,"Martian (shergottite)"
"10226",2009,0,0,259,"Eucrite-mmict"
"10227",2004,0,0,3400,"L6"
"10228",2004,0,0,8200,"L5"
"10229",2004,0,0,105,"L3-6"
"10230",2007,0,0,83,"CV3"
"10231",2008,0,0,15.5,"Diogenite"
"10232",2009,0,0,4000,"Brachinite"
"10233",2009,0,0,484,"Brachinite"
"10234",2009,0,0,615,"CR2"
"10235",2009,0,0,29000,"H6"
"10236",2008,0,0,720,"Mesosiderite"
"10237",2008,0,0,158,"Brachinite"
"10238",2005,0,0,308,"L4"
"10239",2008,0,0,200,"L4"
"10240",2009,0,0,298,"Winonaite"
"10241",2009,0,0,243,"Lodranite"
"10242",2009,0,0,1400,"Eucrite-pmict"
"10243",2009,0,0,59,"Martian (shergottite)"
"10244",2008,0,0,553.8,"LL4/5"
"10245",2008,0,0,777,"L3"
"10246",2003,0,0,78.85,"Diogenite"
"10247",2008,0,0,333,"Eucrite"
"10248",2008,0,0,24.9,"Howardite"
"10249",2008,0,0,48.8,"Diogenite"
"10250",2008,0,0,194,"Lodranite"
"10251",2006,0,0,119,"H5"
"10252",2008,0,0,1010,"Achondrite-ung"
"10253",2008,0,0,538,"LL6"
"10254",2008,0,0,503,"LL-melt breccia"
"10255",2008,0,0,6333,"LL4"
"10256",2008,0,0,530,"LL4"
"10257",2007,0,0,1100,"L4"
"10258",2007,0,0,65,"L3"
"10259",2007,0,0,51,"L5"
"10260",2007,0,0,130,"L5"
"10261",2007,0,0,100,"H3"
"10262",2007,0,0,80,"L4"
"10263",2007,0,0,48,"H4"
"10264",2007,0,0,95,"H4"
"10265",2007,0,0,360,"H4"
"10266",2007,0,0,390,"H5"
"10267",2007,0,0,170,"L5"
"10268",2007,0,0,160,"L5"
"10269",2007,0,0,130,"LL6"
"10270",2009,0,0,275,"L6"
"10271",2000,0,0,132,"H4"
"10272",2004,0,0,150,"H3"
"10273",2004,0,0,230,"LL4"
"10274",2004,0,0,330,"H5"
"10275",2008,0,0,12,"Eucrite-pmict"
"10276",2008,0,0,302,"Eucrite-pmict"
"10277",2004,0,0,370,"H4"
"10278",2004,0,0,25000,"L-melt rock"
"10279",2004,0,0,400,"L4-5"
"10280",2004,0,0,90,"L5"
"10281",2004,0,0,51,"L3"
"10282",2008,0,0,758.7,"H5"
"10283",2008,0,0,224.8,"L3.8"
"10284",2007,0,0,29.1,"L4"
"10285",2002,0,0,163,"CR"
"10286",2002,0,0,1750,"L6"
"10287",2005,0,0,710,"L6"
"10288",2002,0,0,250,"L3.7"
"10289",2002,0,0,2300,"L3.7"
"10290",2003,0,0,289.1,"H4"
"10291",2003,0,0,41.3,"L5"
"10292",2002,0,0,20,"LL3.8"
"10293",2003,0,0,121.3,"L/LL3-5"
"10294",2006,0,0,299.2,"L3"
"10295",2004,0,0,264,"H6"
"10296",2005,0,0,350,"L6"
"10297",2005,0,0,450,"L3.8"
"10298",2007,30.45625,-5.48672,1374.12,"H6"
"10299",2007,0,0,296.05,"H4"
"10300",2008,0,0,3178.5,"L6"
"10301",2008,0,0,146,"Eucrite"
"10302",2009,0,0,178,"Diogenite"
"10303",2008,0,0,3800,"LL3.8"
"10304",2008,0,0,2670,"CO3"
"10305",2008,0,0,239,"LL4"
"10306",2002,0,0,79.31,"LL3.7"
"10307",2002,0,0,212.8,"L6"
"10308",2002,0,0,5102.4,"L6"
"10309",2002,0,0,623.9,"H5"
"10310",2002,0,0,238.7,"L6"
"10311",2009,0,0,270,"Martian (nakhlite)"
"10312",2009,0,0,225,"Diogenite-olivine"
"10313",2008,0,0,544,"L5"
"10314",2010,0,0,125,"Eucrite-pmict"
"10315",2010,0,0,200,"Brachinite"
"10316",2010,0,0,37.4,"E"
"10317",2010,0,0,74.2,"H4"
"10318",2010,0,0,53,"CK5"
"10319",2010,0,0,76.5,"CO3.3"
"10320",2010,0,0,42,"Diogenite-olivine"
"10321",2010,0,0,560,"Ureilite"
"10322",2009,0,0,662,"CV3"
"10323",2010,0,0,333,"L6"
"10324",2009,0,0,259,"LL6"
"10325",2009,0,0,89,"Martian (shergottite)"
"10326",2008,0,0,358,"Iron, ungrouped"
"10327",2007,0,0,726,"Iron, IAB-MG"
"10328",2003,0,0,29,"Iron, IAB-sLM"
"10329",2005,0,0,144,"Iron, ungrouped"
"10330",2003,0,0,500,"Iron, ungrouped"
"10331",2009,0,0,44,"Lodranite"
"10332",2009,0,0,153,"Achondrite-ung"
"10333",2009,0,0,380,"Howardite"
"10334",2009,0,0,180,"LL6-melt breccia"
"10335",2009,0,0,197,"L4"
"10336",2009,0,0,328,"L4"
"10337",2009,0,0,180,"LL5"
"10338",2009,0,0,110,"L3.7"
"10339",2009,0,0,20,"Winonaite"
"10340",2009,0,0,87,"L3.9"
"10341",2009,0,0,19,"R4"
"10342",2009,0,0,145,"L3.7"
"10343",2009,0,0,156,"CV3"
"10344",2009,0,0,68,"Aubrite"
"10345",2009,0,0,2775,"H5"
"10346",2009,0,0,1195,"LL5"
"10347",2009,0,0,247,"LL6"
"10348",2009,0,0,339,"LL6"
"10349",2009,0,0,126,"L5-melt breccia"
"10350",2009,0,0,149,"CK5"
"10351",2009,0,0,42,"Ureilite"
"10352",2009,0,0,269,"Eucrite"
"10353",2008,30.51667,-4.3,35400,"Iron, IAB-MG"
"10354",2009,0,0,43.5,"L4-6"
"10355",2008,0,0,6.97,"L3.3"
"10356",2008,0,0,3.03,"Howardite"
"10357",2010,0,0,109.4,"Lunar (feldsp. breccia)"
"10358",2007,0,0,398,"H6"
"10359",2007,0,0,1934,"L5"
"10360",2009,0,0,564,"H3"
"10361",2003,0,0,478,"H3"
"10362",2010,0,0,200,"L4"
"10363",2010,0,0,240,"L3"
"10364",2009,0,0,1724,"CK4"
"10365",2010,0,0,800,"Diogenite-olivine"
"10366",2010,0,0,340,"H6"
"10367",2010,0,0,55.7,"Martian (shergottite)"
"10368",2005,30.928,-4.85833,216,"Ureilite"
"10369",2005,30.9715,-4.94983,145,"R4"
"10370",2010,0,0,113,"Lunar (feldsp. breccia)"
"10371",2009,0,0,141,"Eucrite-pmict"
"10372",2009,0,0,136,"Eucrite-mmict"
"10373",2010,0,0,273,"Eucrite"
"10374",2010,0,0,400,"Eucrite-pmict"
"10375",2010,0,0,500,"Mesosiderite"
"10376",2010,0,0,225,"Diogenite"
"10377",2010,0,0,698,"Eucrite-pmict"
"10378",2010,0,0,372,"Howardite"
"10379",2010,0,0,276,"Eucrite-mmict"
"10380",2010,0,0,54.5,"Mesosiderite"
"10381",2010,0,0,309,"Ureilite"
"10382",2010,0,0,976,"Eucrite-mmict"
"10383",2010,0,0,58.1,"Howardite"
"10384",2010,0,0,1.3,"Lunar (feldsp. breccia)"
"10385",2008,0,0,385,"L4-6"
"10386",2010,0,0,302,"L5"
"10387",2010,0,0,516,"L5"
"10388",2009,0,0,11445,"Iron, IIAB"
"10389",2010,0,0,135,"R5"
"10390",2010,0,0,130,"CO3"
"10391",2010,0,0,129,"Ureilite"
"10392",2006,0,0,104,"H3.6"
"10393",2006,0,0,1021,"L5"
"10394",2008,0,0,2211,"LL5"
"10395",2010,0,0,488,"LL6"
"10396",2010,0,0,4426,"LL5"
"10397",2010,0,0,293,"Eucrite-mmict"
"10398",2010,0,0,3467,"LL4"
"10399",2010,0,0,1050,"Diogenite"
"10400",2010,0,0,250,"Angrite"
"10401",2010,0,0,725,"Achondrite-ung"
"10402",2010,0,0,575,"Diogenite"
"10403",2010,0,0,134.5,"Eucrite-pmict"
"10404",2009,0,0,66,"H3"
"10405",2009,0,0,62.62,"LL6"
"10406",2009,0,0,233,"L6"
"10407",2009,0,0,478,"H5"
"10408",2009,0,0,231.3,"H4"
"10409",2009,0,0,594,"L6"
"10410",2009,0,0,743,"LL6"
"10411",2009,0,0,346,"LL6"
"10412",2008,0,0,79.2,"H6"
"10413",2008,0,0,453,"L6"
"10414",2009,0,0,324,"L3"
"10415",2009,0,0,72.5,"H6"
"10416",2009,0,0,172.4,"L6"
"10417",2009,0,0,654,"L6"
"10418",2010,0,0,222.4,"L6"
"10419",2010,0,0,35.5,"L3"
"10420",2010,0,0,70.8,"L6"
"10421",2002,0,0,262.8,"H5"
"10422",2002,0,0,610,"L6"
"10423",2002,0,0,494.1,"H5"
"10424",2002,0,0,839.1,"L6"
"10425",2002,0,0,767.4,"LL6"
"10426",2002,0,0,156.7,"L6"
"10427",2002,0,0,153.1,"L4"
"10428",2002,0,0,176.1,"L5"
"10429",2010,0,0,164,"Diogenite"
"10430",2010,0,0,136,"CK5/6"
"10431",2010,0,0,72.2,"Martian (shergottite)"
"10432",2010,0,0,64.5,"Eucrite-pmict"
"10433",2010,0,0,942,"Ureilite"
"10434",2010,0,0,26,"Eucrite-pmict"
"10435",2010,0,0,94.7,"Ureilite"
"10436",2010,0,0,148,"Eucrite"
"10437",2010,0,0,730,"Brachinite"
"10438",2010,0,0,50.5,"Aubrite"
"10439",2010,0,0,1123,"Diogenite-olivine"
"10440",2010,0,0,1277,"CO3"
"10441",2010,0,0,168.3,"CK5"
"10442",2010,0,0,54.3,"Ureilite"
"10443",2010,0,0,760,"Lunar (feldsp. breccia)"
"10444",2005,0,0,554,"Ureilite-pmict"
"10445",2008,0,0,109,"CV3"
"10446",2008,0,0,186,"CV3"
"10447",2004,0,0,300,"CV3"
"10448",2004,0,0,300,"EH6"
"10449",2009,0,0,48.7,"L5"
"10450",2009,0,0,6000,"CV3"
"10451",2009,0,0,14830,"Iron, IAB complex"
"10452",2010,0,0,162,"CK4/5"
"10453",2010,0,0,215.8,"LL6"
"10454",2010,0,0,372.3,"LL6"
"10455",2005,0,0,401,"Ureilite"
"10456",2007,0,0,850,"LL3-6"
"10457",2008,0,0,24000,"H5"
"10458",2008,0,0,11800,"L6"
"10459",2009,0,0,10000,"L6"
"10460",2006,0,0,43000,"L5"
"10461",2009,0,0,1716,"H5/6"
"10462",2009,0,0,3200,"LL6"
"10463",2010,0,0,371,"Howardite"
"10464",2010,0,0,88,"Diogenite"
"10465",2010,0,0,2010,"CV3"
"10466",2010,0,0,469,"Achondrite-ung"
"10467",2010,0,0,169,"CR2"
"10468",2010,0,0,734,"H4"
"10469",2010,0,0,253,"CR2"
"10470",2010,0,0,506,"L3"
"10471",2009,0,0,115.7,"Mesosiderite-B2"
"10472",2009,0,0,225,"LL5"
"10473",2009,0,0,447,"LL4"
"10474",2009,0,0,19.1,"CR2"
"10475",2010,0,0,237,"LL5"
"10476",2010,0,0,365,"H6"
"10477",2010,0,0,164,"LL4"
"10478",2010,0,0,147,"CO3.1"
"10479",2010,0,0,44.7,"Winonaite"
"10480",2003,0,0,64.6,"H6"
"10481",2009,0,0,411,"Brachinite"
"10482",2006,0,0,550,"H6"
"10483",2005,0,0,300,"L-melt rock"
"10484",2009,0,0,631.5,"L6"
"10485",2010,0,0,96,"Lunar (feldsp. breccia)"
"10486",2010,0,0,603,"Ureilite"
"10487",2010,0,0,312,"Brachinite"
"10488",2010,0,0,602,"Eucrite-pmict"
"10489",2010,0,0,800,"L-melt breccia"
"10490",2010,0,0,385,"Eucrite-mmict"
"10491",2010,0,0,437,"LL6"
"10492",2010,0,0,60.1,"LL6"
"10493",2010,0,0,13.7,"Lunar (feldsp. breccia)"
"10494",2010,0,0,688,"Lodranite"
"10495",2010,0,0,41.3,"LL-melt rock"
"10496",2009,0,0,4.5,"L-melt rock"
"10497",2010,0,0,2370,"Eucrite-br"
"10498",2010,0,0,3.2,"Diogenite"
"10499",2002,0,0,80,"H5"
"10500",2004,0,0,1100,"R3-5"
"10501",2004,0,0,45,"R3-6"
"10502",2005,0,0,41.5,"L5"
"10503",2005,0,0,11.5,"Eucrite-pmict"
"10504",2005,0,0,44.6,"Eucrite-pmict"
"10505",2009,0,0,311,"LL3.8"
"10506",2009,0,0,93,"L3"
"10507",2009,0,0,7.1,"Eucrite-mmict"
"10508",2009,0,0,20.1,"LL6"
"10509",2009,0,0,45,"L3"
"10510",2009,0,0,62,"CK4"
"10511",2009,0,0,169.3,"CV3"
"10512",2009,0,0,5.1,"CR2"
"10513",2009,0,0,146,"EL3"
"10514",2010,0,0,106.6,"LL3.6"
"10515",2010,0,0,433.3,"L4"
"10516",2010,0,0,725,"L3.9"
"10517",2009,0,0,4055,"L4"
"10518",2010,0,0,2510,"Ureilite"
"10519",2009,0,0,110,"H3"
"10520",2009,0,0,50,"H6"
"10521",2009,0,0,36,"L4"
"10522",2009,0,0,25,"H6"
"10523",2009,0,0,40,"H6"
"10524",2009,0,0,180,"L3"
"10525",2009,0,0,59,"LL6"
"10526",2009,0,0,29,"CV3"
"10527",2007,0,0,98,"H5"
"10528",2005,0,0,2460,"H4/5"
"10529",2005,0,0,15.8,"EL6"
"10530",2007,0,0,198,"H5"
"10531",2006,0,0,34.75,"H4"
"10532",2006,0,0,361,"H4"
"10533",2006,0,0,214,"L5"
"10534",2006,0,0,92.2,"L4"
"10535",2010,0,0,188,"LL4"
"10536",2008,0,0,228.7,"L4"
"10537",2008,0,0,29481.8,"LL3.7"
"10538",2008,0,0,113.6,"H5"
"10539",2008,0,0,5824,"L6"
"10540",2010,0,0,138,"Lunar (feldsp. breccia)"
"10541",2010,0,0,29.72,"Lunar (feldsp. breccia)"
"10542",2010,0,0,224,"Howardite"
"10543",2010,0,0,68,"Acapulcoite"
"10544",2010,0,0,5888,"Howardite"
"10545",2010,0,0,188,"Eucrite-pmict"
"10546",2010,0,0,145,"Eucrite-pmict"
"10547",2010,0,0,340,"L-melt breccia"
"10548",2010,0,0,415,"Lunar (feldsp. breccia)"
"10549",2010,0,0,50.2,"Achondrite-ung"
"10550",2010,0,0,37,"Eucrite-mmict"
"10551",2010,0,0,135,"Diogenite"
"10552",2010,0,0,245,"Pallasite"
"10553",2010,0,0,1638,"Lunar (feldsp. breccia)"
"10554",2005,0,0,95,"L-melt rock"
"10555",2005,0,0,105,"L-melt breccia"
"10556",2008,0,0,146.5,"LL6"
"10557",2008,0,0,49,"LL3.8"
"10558",2010,0,0,1825,"Iron, ungrouped"
"10559",2009,0,0,307,"H6"
"10560",2008,0,0,2730,"LL6-an"
"10561",2002,0,0,286,"Eucrite"
"10562",2010,0,0,3950,"L4"
"10563",2010,0,0,712,"H4"
"10564",2007,0,0,15.85,"Lodranite"
"10565",2010,0,0,635.8,"L3"
"10566",2010,0,0,3050,"Eucrite"
"10567",2010,0,0,439,"Ureilite"
"10568",2010,0,0,1048,"Howardite"
"10569",2006,0,0,481,"CV3"
"10570",2006,0,0,605,"CK4"
"10571",2010,0,0,2237,"L6"
"10572",2010,0,0,156,"L5/6"
"10573",2010,0,0,94,"LL3-6"
"10574",2010,0,0,257,"LL5"
"10575",2009,0,0,164,"L4"
"10576",2010,0,0,110,"LL4/5"
"10577",2010,0,0,45,"LL3.8"
"10578",2010,0,0,194,"CV3"
"10579",2010,0,0,161,"LL6"
"10580",2010,0,0,174,"H5"
"10581",2010,0,0,187,"L3.8"
"10582",2008,0,0,770,"L5-6"
"10583",2009,0,0,71,"H3.6"
"10584",2010,0,0,233.7,"Eucrite-pmict"
"10585",2010,0,0,99.6,"Mesosiderite"
"10586",2010,0,0,99.8,"Pallasite"
"10587",2010,0,0,291,"LL4"
"10588",2010,0,0,510,"Aubrite"
"10589",2010,0,0,1800,"H5"
"10590",2010,0,0,5200,"L4-melt breccia"
"10591",2010,0,0,64,"LL4"
"10592",2010,0,0,266,"LL5"
"10593",2010,0,0,195,"EL6"
"10594",2010,0,0,150,"LL5/6"
"10595",2010,0,0,13000,"H6"
"10596",2010,0,0,50,"H6"
"10597",2010,0,0,39,"H3-6"
"10598",2010,0,0,524,"Lodranite"
"10599",2010,0,0,62,"Howardite"
"10600",2010,0,0,42.4,"Lunar (feldsp. breccia)"
"10601",2010,0,0,114.6,"LL5"
"10602",2010,0,0,295,"H4"
"10603",2010,0,0,88.3,"Diogenite"
"10604",2010,0,0,57.7,"LL5"
"10605",2010,0,0,44.6,"LL5"
"10606",2007,0,0,10,"LL3.6"
"10607",2010,0,0,67.05,"C2-ung"
"10608",2010,0,0,38.4,"Achondrite-ung"
"10609",2009,0,0,714,"Eucrite"
"10610",2009,0,0,3758,"Eucrite"
"10611",2010,0,0,277,"Mesosiderite"
"10612",2010,0,0,93.7,"L3.1"
"10613",2006,0,0,470,"L6"
"10614",2010,0,0,293,"Iron, IIE"
"10615",2006,0,0,88000,"L5"
"10616",2009,0,0,599,"L"
"10617",2009,0,0,113,"H~4"
"10618",2010,0,0,51,"Eucrite"
"10619",2007,0,0,13.7,"Eucrite-cm"
"10620",2009,0,0,200.9,"L6"
"10621",2009,0,0,2335,"H5"
"10622",2004,0,0,50.3,"EL6"
"10623",2010,0,0,44,"L/LL4"
"10624",2009,0,0,165,"L6"
"10625",2010,0,0,324,"H~5"
"10626",2010,0,0,179.6,"H~5"
"10627",2010,0,0,133.4,"H~5"
"10628",2010,0,0,126,"L~6"
"10629",2010,0,0,585,"L~6"
"10630",2009,0,0,8300,"H~6"
"10631",2010,0,0,132.45,"Ureilite"
"10632",2009,0,0,500,"Diogenite-olivine"
"10633",2010,0,0,20.62,"Ureilite"
"10634",2010,0,0,4300,"L5"
"10635",2009,0,0,560,"L4"
"10636",2003,0,0,207.7,"LL6"
"10637",2004,0,0,29,"L6-melt breccia"
"10638",2007,0,0,73,"H5"
"10639",2008,32.37167,-6.36,50000,"Iron, IIIAB"
"10640",2008,0,0,113.6,"EL6"
"10641",2008,0,0,140,"EL6"
"10642",2006,0,0,240,"LL5"
"10643",2010,0,0,52.68,"CM2"
"10644",2009,0,0,188,"Eucrite"
"10645",2010,0,0,153.6,"Eucrite"
"10646",2007,0,0,20620,"Iron, IAB-MG"
"10647",2008,0,0,32000,"Iron, ungrouped"
"10648",2010,0,0,71,"L6"
"10649",2010,0,0,1481,"L5"
"10650",2010,0,0,673,"L4"
"10651",2010,0,0,487,"CV3"
"10652",2005,0,0,47.7,"L6"
"10653",2005,0,0,20.54,"H4"
"10654",2005,0,0,17.43,"LL4"
"10655",2000,0,0,1533.74,"L6"
"10656",2004,0,0,110.5,"L4-5"
"10657",2004,0,0,85.34,"H4"
"10658",2000,0,0,7465,"L/LL4"
"10659",2002,0,0,8880,"L4"
"10660",2000,0,0,248.5,"H5"
"10661",2003,0,0,473,"Eucrite-pmict"
"10662",2008,0,0,11730,"Ureilite"
"10663",2009,0,0,188,"L6"
"10664",2008,0,0,115,"L6"
"10665",2010,0,0,782,"CV3"
"10666",2010,0,0,216,"L3"
"10667",2010,0,0,115,"L3"
"10668",2010,0,0,146,"CV3"
"10669",2010,0,0,143,"Mesosiderite"
"10670",2010,0,0,63.9,"CO3.1"
"10671",2010,0,0,263,"LL3.8"
"10672",2010,0,0,1300,"H4"
"10673",2010,0,0,36.6,"LL5"
"10674",2010,0,0,19.01,"CM2"
"10675",2010,0,0,4.11,"Eucrite-pmict"
"10676",2010,0,0,223,"L5"
"10677",2006,0,0,400,"LL6"
"10678",2010,26.01043,-10.33618,160.1,"L3"
